instance_id,x_m,y_m,diameter_m,size_class,material_type,source_type,crater_zone,analysis_crater_zone,dominant_crater_index,normalized_crater_radius,analysis_normalized_crater_radius,distance_to_dominant_crater_center_m,local_slope_deg,local_density_per_m2,acceptance_probability,clump_id,mesh_name,source_file,source_files,world_x_cm,world_y_cm,world_z_cm
45,245.6742677393965,-229.0750789417726,0.26578773153894003,Small,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,41,1.7430469066085583,1.7430469066085583,6.012588809545485,0.35446973681244043,0.006539793516798743,1.0,26,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
46,238.0768307035273,-227.8648063982325,0.37898278221757015,Medium,MixedBreccia,crater_ejecta_clump,Rim,Rim,41,0.856528130579558,0.856528130579558,2.9545684820403433,1.1564111397164767,0.006539793516798743,1.0,26,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
47,-43.685866573970564,30.14099167010882,0.262361241991267,Small,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,44,2.2890214224172647,2.2890214224172647,4.319051878215131,0.14780429368750986,0.006572948346040131,1.0,27,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
48,77.77493755578968,-105.26724096303312,0.2604310490804748,Small,MixedBreccia,crater_ejecta_clump,DistalEjecta,DistalEjecta,47,4.375029291643205,4.375029291643205,8.075006162595747,0.10331570382733182,0.006578687277118349,1.0,28,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
49,47.68874342598108,74.84988670960637,0.2662820449088862,Small,MixedBreccia,crater_ejecta_clump,DistalEjecta,DistalEjecta,50,3.3203670530696274,3.3203670530696274,5.154483391465833,0.08704242206155552,0.006614369168023947,1.0,29,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
50,-79.18857729520282,-90.3367659881575,0.2640007784163933,Small,MixedBreccia,crater_ejecta_clump,DistalEjecta,DistalEjecta,51,3.585984433886924,3.585984433886924,5.422122169146305,0.08483425029315252,0.006628057655872492,1.0,30,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
51,80.48475269254885,238.28874080471138,0.26020690449737066,Small,MixedBreccia,crater_ejecta_single,ProximalEjecta,ProximalEjecta,54,2.919537634829523,2.919537634829523,7.763956251878249,0.15253058079821608,0.004432861716535268,1.0,-1,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
52,74.8286323883507,229.40874049870652,0.26398237882895914,Small,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,54,1.6853766697081156,1.6853766697081156,4.481939391856522,0.2827167712875429,0.0066492925748029025,1.0,31,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
53,74.19866228473538,228.2301168728923,0.2638171451764098,Small,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,54,2.1078751323127816,2.1078751323127816,5.605493868776285,0.22887965857650996,0.0066492925748029025,1.0,31,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
54,195.59093556274863,53.942336576677256,0.27169454839613566,Small,MixedBreccia,crater_ejecta_clump,DistalEjecta,DistalEjecta,56,4.0993637716863285,4.0993637716863285,8.694082777103043,0.11924732400519458,0.006673964500296434,1.0,32,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
55,192.3012527794534,57.08593658180408,0.26799130576160357,Small,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,56,2.2862894538297556,2.2862894538297556,4.848847497092665,0.16714876351903316,0.006673964500296434,1.0,32,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
56,-127.7199002642827,151.6977004992066,0.26011717556577174,Small,MixedBreccia,crater_ejecta_clump,DistalEjecta,DistalEjecta,57,4.470366998685352,4.470366998685352,7.909387637297881,0.09948243181934474,0.006674230413869737,1.0,33,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
57,161.26347104541264,-193.64658651438768,0.26102090341184386,Small,MixedBreccia,crater_ejecta_clump,ProximalEjecta,ProximalEjecta,58,2.0365276617525243,2.0365276617525243,3.0606139836266646,0.1342533723730308,0.006682666772993378,1.0,34,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
58,-95.82658737866515,-204.77790045056622,0.2617931093075534,Small,MixedBreccia,crater_ejecta_clump,DistalEjecta,DistalEjecta,59,5.7451674098782215,5.7451674098782215,14.377155436926428,0.14077825303207792,0.00668503831894474,1.0,35,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
59,-101.5263170672941,-205.79891630186484,0.2614218004724887,Small,MixedBreccia,crater_ejecta_clump,DistalEjecta,DistalEjecta,59,4.833884885786497,4.833884885786497,12.096690907155816,0.14077825303207792,0.00668503831894474,1.0,35,,unreal_rockfield.json,unreal_rockfield.json,nan,nan,nan
